BARCODE,Name,Number,GROUP,SAMPLE
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Abiotrophia",26,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Eremococcus",39,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Globicatella",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Alloiococcus",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Atopostipes",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Desemzia",42,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Dolosigranulum",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Isobaculum",117,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Atopobacter",70,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Bavariicoccus",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Catellicoccus",1517,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Enterococcus",5762,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Melissococcus",616,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Paralactobacillus",32,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Lactovum",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Oxalophagus",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Thermicanus",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Sporolactobacillaceae"" Tuberibacillus",5,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Macrococcus",23,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Nosocomiicoccus",223,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Staphylococcus",5399,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Aquisalibacillus",19,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Cerasibacillus",13,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Filobacillus",9,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Jeotgalibacillus",434,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Natronobacillus",39,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Paucisalibacillus",42,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Piscibacillus",18,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Saccharococcus",37,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salirhabdus",65,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salsuginibacillus",6,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Tenuibacillus",23,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Vulcanibacillus",30,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillales_incertae_sedis Pullulanibacillus",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillales_incertae_sedis Solibacillus",30,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Bhargavaea",15,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Filibacter",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Caldanaerovirga",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Fervidicola",15,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Gelria",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Mahella",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Tepidanaerobacter",9,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermacetogenium",5,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" Thermodesulfobiaceae Thermodesulfobium",4,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Syntrophococcus",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Papillibacter",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Sporobacter",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Subdoligranulum",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Anaerobacter",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Caminicella",7,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Geosporobacter",4,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Anaerosphaera",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Soehngenia",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Tepidimicrobium",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XII Fusibacter",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Anaerovirgula",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Dethiosulfatibacter",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Howardella",4,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfonispora",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfurispora",19,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Syntrophomonadaceae Syntrophothermus",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Allisonella",11,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaeroglobus",5,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaerovibrio",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Phascolarctobacterium",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Sporolituus",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Succiniclasticum",1,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halanaerobiaceae Halocella",3,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Bulleidia",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Catenibacterium",7,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Sharpea",2,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Solobacterium",10,NEC 1,stool
MID6,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Turicibacter",3,NEC 1,stool
MID6,"Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Streptobacillus",1,NEC 1,stool
MID6,"Bacteria ""Nitrospira"" ""Nitrospira"" ""Nitrospirales"" ""Nitrospiraceae"" Nitrospira",13,NEC 1,stool
MID6,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Gemmata",4,NEC 1,stool
MID6,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Isosphaera",6,NEC 1,stool
MID6,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Rhodopirellula",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Terasakiella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tropicimonas",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Tistrella",4,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Parasutterella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Thermothrix",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Inhella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Verminephrobacter",2,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Petrobacter",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Uruburuella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Sterolibacterium",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Uliginosibacterium",2,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Bdellovibrionales Bacteriovoracaceae Peredibacter",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfarculales Desulfarculaceae Desulfarculus",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatirhabdium",2,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulforegula",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfospira",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila",20,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfocurvus",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Lawsonia",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Sorangium",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Wolinella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Gilvimarinus",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Arsenophonus",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Klebsiella",4,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Plesiomonas",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Pragia",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Proteus",3,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Raoultella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Samsonia",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Tatumella",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria Thiotrichales Thiotrichaceae Beggiatoa",1,NEC 1,stool
MID6,"Bacteria ""Proteobacteria"" Gammaproteobacteria Xanthomonadales Xanthomonadaceae Luteibacter",1,NEC 1,stool
MID6,"Bacteria ""Spirochaetes"" Spirochaetes Spirochaetales Spirochaetales_incertae_sedis Exilispira",1,NEC 1,stool
MID6,"Bacteria ""Synergistetes"" Synergistia Synergistales Synergistaceae Aminiphilus",2,NEC 1,stool
MID6,"Bacteria ""Tenericutes"" Mollicutes Haloplasmatales Haloplasmataceae Haloplasma",18,NEC 1,stool
MID6,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Caldimicrobium",1,NEC 1,stool
MID6,"Bacteria ""Thermodesulfobacteria"" Thermodesulfobacteria Thermodesulfobacteriales Thermodesulfobacteriaceae Thermodesulfatator",2,NEC 1,stool
MID6,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Geotoga",12,NEC 1,stool
MID6,"Bacteria ""Thermotogae"" Thermotogae Thermotogales Thermotogaceae Kosmotoga",11,NEC 1,stool
MID6,"Bacteria ""Verrucomicrobia"" Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Persicirhabdus",1,NEC 1,stool
MID6,"Bacteria ""Verrucomicrobia"" Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Verrucomicrobium",1,NEC 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Acidilobales Caldisphaeraceae Caldisphaera",1,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Ignisphaera",8,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Sulfophobococcus",2,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Desulfurococcaceae Thermosphaera",1,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Pyrodictium",1,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Desulfurococcales Pyrodictiaceae Pyrolobus",1,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Stygiolobus",5,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Sulfolobales Sulfolobaceae Sulfurisphaera",3,Control 1,stool
MID7,"Archaea ""Crenarchaeota"" Thermoprotei Thermoproteales Thermofilaceae Thermofilum",5,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanocellales Methanocellaceae Methanocella",18,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanomicrobiales Methanomicrobiales_incertae_sedis Methanolinea",1,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanomicrobiales Methanospirillaceae Methanospirillum",1,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methanosarcinaceae Methanimicrococcus",2,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" ""Methanomicrobia"" Methanosarcinales Methermicoccaceae Methermicoccus",2,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Archaeoglobi Archaeoglobales Archaeoglobaceae Ferroglobus",9,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Archaeoglobi Archaeoglobales Archaeoglobaceae Geoglobus",2,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Haloplanus",3,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Halosimplex",2,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Natronobacterium",6,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Halobacteria Halobacteriales Halobacteriaceae Natronomonas",4,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Methanobacteria Methanobacteriales Methanobacteriaceae Methanosphaera",1,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Methanococci Methanococcales Methanocaldococcaceae Methanotorris",1,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Methanopyri Methanopyrales Methanopyraceae Methanopyrus",59,Control 1,stool
MID7,"Archaea ""Euryarchaeota"" Thermoplasmata Thermoplasmatales Thermoplasmatales_incertae_sedis Thermogymnomonas",10,Control 1,stool
MID7,"Bacteria ""Acidobacteria"" Holophagae Holophagales Holophagaceae Holophaga",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria  Acidimicrobidae_incertae_sedis Ilumatobacter",102,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Acidimicrobiales Acidimicrobiaceae Acidimicrobium",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Acidimicrobiales Acidimicrobiaceae Ferrimicrobium",5,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Acidimicrobiales Acidimicrobiaceae Ferrithrix",3,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Beutenbergiaceae Salana",3,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Bogoriellaceae Bogoriella",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Cellulomonadaceae Paraoerskovia",4,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Cellulomonadaceae Tropheryma",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Corynebacteriaceae Corynebacterium",174,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Corynebacteriaceae Turicella",56,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Dermabacteraceae Devriesea",55,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Dermacoccaceae Demetria",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Dermatophilaceae Kineosphaera",5,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Geodermatophilaceae Geodermatophilus",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Glycomycetaceae Haloglycomyces",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Arsenicicoccus",18,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Fodinibacter",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Humibacillus",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Humihabitans",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Ornithinicoccus",4,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Intrasporangiaceae Ornithinimicrobium",203,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Frondihabitans",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Gulosibacter",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Klugiella",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Microbacteriaceae Microterricola",26,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Micromonosporaceae Catelliglobosispora",71,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Micromonosporaceae Krasilnikovia",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Micromonosporaceae Planosporangium",2,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Micromonosporaceae Pseudosporangium",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Mycobacteriaceae Mycobacterium",6,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nakamurellaceae Humicoccus",1,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nakamurellaceae Nakamurella",3,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nocardiaceae Gordonia",169,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nocardiaceae Millisia",40,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nocardiaceae Skermania",7,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Nocardiaceae Smaragdicoccus",8,Control 1,stool
MID7,"Bacteria ""Actinobacteria"" Actinobacteria Actinomycetales Promicromonosporaceae Myceligenerans",8,Control 1,stool
